Count,FAN,COMP.A,COMP.B,MAIN,FLW,ECRH,ORH,RERH,SURH,RUAVG,SUAVG,ECT,OT,IT,RET,SUT,DISP2,DISP1,SUCP2,SUCP1,CONT,EVAT,EXT2,EXT1,SUCT2,SUCT1,DIST2,DIST1,SUAVG.Humidity,RUAVG.Humidity
92,1693.000122,4445.000488,2951.000367,10207.00098,2685.667969,75.242004,80.759552,73.379601,88.746513,24.751848,14.571885,23.559288,25.096792,23.845444,22.8944,13.237243,16.192099,16.259274,5.347244,5.163023,41.646091,11.549541,27.993147,29.794199,15.934906,16.824059,74.696327,78.388741,0.009210127,0.014455638
93,0,0,0,40.000004,34.674267,79.394981,76.120964,70.10218,79.117027,25.748148,23.068716,23.764677,25.794256,24.052954,24.685213,21.355247,7.319153,7.831583,7.413386,7.926874,28.219795,23.235521,20.576399,21.111555,44.597851,28.596197,33.100864,29.990499,0.014077219,0.014658437
94,1682.000122,5298,2346.999878,10445,2856.948486,50.298214,37.900948,58.245136,85.039093,29.094419,19.486895,29.650694,36.093048,26.67083,27.528433,18.225113,13.561385,19.636522,1.62112,5.727169,46.576855,14.758396,37.59494,35.502945,31.028635,18.743956,157.801987,88.110619,0.012107981,0.014819293
95,1681,5172,2257,10228,2889.46875,54.400562,44.764771,60.076534,85.935722,28.975653,19.710466,29.27523,35.541889,26.627342,27.447126,18.454306,13.308102,19.360834,1.587245,5.74782,45.080303,14.610551,36.18087,34.270535,30.854601,20.189087,155.905319,87.729897,0.012412819,0.015189417
96,0,0,0,30.000002,33.856922,88.547203,87.992744,80.807556,78.929207,23.744577,25.541033,22.488443,22.656454,24.877357,22.306952,24.532616,8.404611,8.408211,8.433578,8.447066,21.242739,22.664965,21.913246,22.462982,23.656149,23.345881,22.823225,22.610825,0.016345764,0.014998435
97,1690.000122,4373,0,6805.000488,2833.12793,80.134384,86.070412,79.519768,90.401184,25.017654,18.601366,23.625542,21.092234,23.512543,23.111679,17.208897,7.700698,15.914481,7.758366,5.362861,34.398029,12.23046,26.188042,18.796013,27.311171,20.61388,27.920294,78.880577,0.012180675,0.015953219
98,1680.000122,4664.000488,3105.000367,10567.00098,2694.868896,70.110626,65.853859,76.111649,87.708824,25.423361,15.210819,24.98345,27.654608,23.943727,23.499857,13.867887,17.092625,17.21582,5.439056,5.275398,44.196148,11.84523,30.370947,32.228664,15.206096,16.330549,76.132698,80.206703,0.009489412,0.015635008
99,1674,5211,3538.000977,11541.00098,2759.447021,60.224766,53.89806,65.544739,87.617012,28.61614,17.12038,28.535048,24.216749,27.018686,26.728018,15.747882,19.366598,19.400921,5.805429,5.615582,49.855495,13.640191,35.676979,37.605385,16.095247,17.130156,82.862602,86.07589,0.01072934,0.016257458
100,1721.000122,3926,0,6403.000488,2807.070068,75.746704,89.043121,69.901527,89.724792,23.999327,16.356874,21.79143,20.07493,23.124353,22.408152,15.095391,6.395315,13.919862,6.431098,4.916231,29.693018,9.955663,21.661285,14.679268,23.064772,19.320761,22.677458,73.125282,0.010462673,0.013136021
101,0,0,0,30.000002,33.848324,91.551636,90.73838,85.060562,79.300232,22.998451,24.981384,21.748505,16.003166,24.534212,21.550272,24.019012,8.253573,8.255971,8.282758,8.30116,20.599304,21.921576,21.342691,21.72584,21.62797,22.346369,21.892424,21.807047,0.015872799,0.015094612
102,1681.000122,5325,2357.999878,10482,2879.509766,51.96661,40.898827,60.968567,85.981102,29.206186,19.710466,29.642721,35.442078,26.672129,27.595037,18.438816,13.896848,20.064501,1.660825,5.801098,47.854832,14.691761,37.615177,35.476635,30.399277,18.462843,156.786896,89.108849,0.012419505,0.015632697
103,1692.000122,4479,1901.999878,9191,2824.772461,70.498299,74.780266,71.031525,89.154907,24.735182,17.48871,24.269804,26.019579,23.707726,23.191719,16.228323,11.203522,16.504169,1.131969,5.335857,37.071281,11.936852,28.221817,26.97727,26.212326,18.587782,110.533119,79.354195,0.011183086,0.013968442
104,1676,5401.000488,2396.999512,10592,2872.43335,53.849277,46.901306,65.833839,87.115532,28.870871,19.931711,29.807703,34.62064,26.395479,27.0832,18.551804,13.71241,19.880064,1.644193,5.819796,48.053715,14.650117,37.614086,35.569725,30.142271,18.52323,156.904388,89.562431,0.01276423,0.016580506
105,1686.000122,4852.000488,2106.000367,9762.000977,2806.951172,62.148006,57.416706,67.722343,88.625038,26.076479,17.921886,26.228989,29.770014,25.069403,24.468618,16.58062,12.404368,17.980219,1.427456,5.48358,40.931286,12.417869,32.263065,30.967924,27.074404,17.373789,146.429688,82.219566,0.011428961,0.014433784
106,1675,5395.000488,2403.999512,10592,2817.160889,55.82851,49.189411,64.398979,88.233177,28.314322,19.524157,29.083014,33.551105,26.286043,26.450079,18.083605,14.019,20.249857,1.666247,5.81494,48.479061,14.383578,37.731411,35.636509,29.359116,17.236357,155.193588,88.434868,0.012601714,0.015681446
107,1692.000122,4565,1939.999878,9315,2802.063477,65.713066,68.411934,66.279457,89.298744,24.958735,17.178972,24.877684,26.942461,24.048212,23.445032,15.865664,11.325938,16.648706,1.283129,5.335618,38.70417,12.001404,29.326735,28.30681,25.941156,17.963087,142.601334,80.006325,0.010980295,0.013192973
108,1681,5061,3418,11278,2714.268311,63.637508,57.683926,71.185432,87.99044,26.917946,15.891725,26.658226,29.713722,25.362268,24.925735,14.465962,18.67734,18.764629,5.582638,5.422449,47.965107,12.45535,34.614559,36.498589,13.280959,13.915057,78.833115,82.592995,0.009952133,0.01598247
109,1685.000122,4734,2034.999878,9572,2807.670654,66.331779,63.995754,71.373863,89.344215,25.517609,17.859005,25.440897,28.062883,24.636002,23.914627,16.486956,11.932363,17.379034,1.370184,5.471561,39.867947,12.315835,30.862696,29.826582,26.297318,17.677809,143.63179,81.396202,0.011477038,0.01472302
110,1713.000122,4067.000244,0,6533.000488,2757.205322,75.686165,87.426514,71.625038,90.36264,24.288084,16.915806,22.474642,21.325937,23.154997,22.703192,15.570607,6.35056,14.554906,6.385779,5.064801,31.56288,10.551578,23.131403,15.133213,24.629824,19.050056,24.425436,75.403297,0.01092635,0.013707569
111,1681,5135.000488,2259.999512,10194,2830.843018,56.780651,49.905483,64.160851,87.753166,27.52957,18.816177,28.040873,32.211559,25.979055,25.769234,17.483728,13.154162,19.052719,1.555109,5.650712,44.798706,13.257043,34.897869,33.250614,28.859274,17.684055,152.937576,85.615028,0.011980116,0.014906198
112,1679.000122,5117,3463.000855,11377.00098,2796.221436,59.780979,49.159527,64.436302,86.351776,28.766077,17.060198,28.497011,27.84726,26.770575,27.091864,15.91052,19.152723,19.17477,5.784289,5.594712,49.865646,14.235733,35.772091,37.636299,18.417032,18.496161,83.654991,86.409241,0.010530844,0.016118616
113,1735.000122,4091,1900.999878,8845,3255.164307,85.312035,93.257057,77.107147,84.472275,23.924112,18.188629,22.080606,15.665173,24.221884,21.77652,16.708017,14.484856,14.940398,4.732797,4.947988,35.472591,12.326247,23.504137,25.176208,17.180134,20.770054,53.262417,73.33477,0.011071488,0.014454701
114,1678,4327,0,6750.000488,2717.375732,76.26017,84.898262,74.813591,92.196404,25.087603,18.111677,23.689138,24.583448,23.621412,23.171595,16.478376,7.592359,15.694904,7.687782,5.282551,34.588253,12.132588,25.933062,18.74604,25.67605,19.878822,32.143669,78.012344,0.012044033,0.015050456
115,1686.000122,4612.000488,1961.99939,9378,2816.005615,68.069344,65.687584,72.628265,89.069977,25.296385,17.754206,24.989527,27.416975,24.421572,23.689255,16.427429,11.547071,16.896753,1.317563,5.419889,38.142963,12.065956,29.456251,28.571909,25.995794,18.296257,141.554214,80.550972,0.01136447,0.014787515
116,1681,5033,2199,10031,2869.614502,57.205738,49.662701,65.672218,87.295677,27.194242,18.70439,27.75588,31.914927,25.958748,25.5805,17.412111,12.900043,18.694633,1.515007,5.609552,43.656597,13.150846,34.211853,32.635422,28.68119,17.973499,151.887115,84.795296,0.011831841,0.014961835
117,1680,5275,2324,10397,2878.963623,53.808628,44.186054,59.146709,85.909752,29.061811,19.822252,29.429024,35.835335,26.648592,27.490885,18.515997,13.588216,19.708525,1.627516,5.775137,46.618206,14.825028,37.241161,35.207493,30.994234,19.718481,157.002304,88.560547,0.012497134,0.015025185
118,0,0,0,40.000004,33.75613,86.336342,83.635002,82.725624,78.188881,21.824369,24.517286,20.898039,20.955194,24.200045,20.705517,23.630056,6.103652,8.087966,6.134275,8.127831,19.876738,22.129808,20.64303,21.557169,21.973633,21.884094,21.33436,21.21567,0.015206415,0.01363717
119,0,0,0,30.000002,33.794842,89.99115,89.394928,82.530647,79.545731,23.700277,25.205246,22.196661,16.975054,24.78367,22.189362,24.278687,8.359525,8.362447,8.382153,8.403205,20.96163,22.433828,21.702932,22.22143,23.243851,23.002302,22.510872,22.338037,0.016142605,0.015284298
120,1684.000122,4795,2065.999878,9663,2816.579834,62.104069,57.03371,68.309853,88.385918,26.076479,17.921886,26.215399,29.757868,25.002121,24.447439,16.607519,12.210998,17.711609,1.408592,5.471624,40.377956,12.347069,31.655966,30.466055,27.001554,17.525799,145.956131,81.913536,0.01139756,0.014561933
121,0,0,0,30.000002,33.851593,91.813385,90.691521,85.350166,79.277321,22.902853,24.981384,21.642776,15.843445,24.462067,21.464968,23.987877,8.25361,8.255715,8.278553,8.297367,20.457708,21.82579,21.280222,21.677942,21.690437,22.248503,21.804964,21.715425,0.015868096,0.015057677
122,1678,5232,2304,10332,2848.897705,55.47966,46.987457,60.586212,86.830269,28.535543,19.479906,28.879683,34.715443,26.479361,26.98336,18.140034,13.353799,19.407207,1.585624,5.737507,45.728146,14.258639,36.427761,34.509327,30.158461,18.852236,155.915573,87.296364,0.0123626,0.014926219
123,1691.000122,4890,2125.999878,9825,2813.050781,59.589767,54.203167,61.302155,88.247337,26.560844,18.033674,26.686203,30.987419,25.552145,25.068663,16.713762,12.464295,18.129145,1.454622,5.514144,42.144287,13.015494,33.15955,31.720726,27.889936,17.750689,149.921249,83.256058,0.011461187,0.013423149
124,1681,4857,3254.000977,10910.00098,2725.279053,67.044914,62.601933,74.102768,87.998619,25.982956,15.579255,25.840235,25.550589,24.654541,24.08032,14.207866,17.855299,17.957983,5.515036,5.357,45.864014,12.247119,32.461384,34.343388,13.983773,15.485126,77.587784,81.438103,0.009752775,0.015738698
125,1695.000122,4260,0,6698.000488,2855.981445,80.814415,92.182587,79.106789,90.475304,24.863768,18.463789,23.263266,23.546844,23.502213,22.944735,16.985842,7.604794,15.39518,7.6455,5.28116,33.216213,12.009734,24.892899,18.431608,26.35803,20.528503,26.38636,77.976807,0.012084171,0.015719559
126,1690.000122,4633.000488,3087.000367,10528.00098,2678.156494,74.993729,75.132652,78.244255,88.479729,25.066622,15.213153,24.238472,23.471098,23.708044,23.143402,13.837791,16.986029,17.103182,5.47591,5.300137,43.613277,12.101357,29.887293,31.736917,14.949969,16.532534,76.059769,80.142944,0.009575561,0.015737906
127,1707.000122,4126,0,6585.000488,2813.490967,81.097023,95.417107,75.094398,90.373657,24.639925,17.705929,22.518677,16.574219,23.553123,22.718149,16.292068,7.512358,14.747009,7.543802,5.145474,31.793579,11.351722,23.477072,18.058874,24.68244,20.055817,24.741125,76.332825,0.011498185,0.014700461
128,0,0,0,39.000004,33.731342,84.492844,83.025932,79.716232,78.013786,22.72323,24.96443,21.868719,21.865023,24.610151,21.589394,24.103689,6.323053,8.256187,6.349226,8.301315,20.518091,22.885689,21.290634,22.296394,23.250097,22.968981,22.402594,22.238089,0.015592667,0.013885779
129,1679.000122,5334,3627.000855,11758.00098,2806.062744,57.524998,46.034161,64.612679,86.149513,29.443754,17.601439,29.301287,25.393074,27.131392,27.649429,16.39517,19.87023,19.882751,5.861921,5.675663,52.208447,14.910404,37.8279,39.676937,17.673643,17.906864,84.813522,88.296417,0.010878064,0.016827303
130,1689.000122,4865,3275.999878,10948,2755.214844,65.159508,60.438507,66.273041,87.654671,27.169477,16.221422,26.608015,29.17038,26.277611,25.294016,14.872655,17.900431,17.922197,5.622736,5.434461,46.628048,13.257043,32.720417,34.661102,17.584105,18.046381,80.286842,83.285202,0.010128009,0.015079587
131,0,0,0,30.000002,33.840088,91.630196,90.758858,85.181259,79.320015,23.024099,24.981384,21.736227,16.007368,24.514046,21.554255,24.011755,8.253589,8.255841,8.281951,8.300858,20.513929,21.898672,21.346855,21.705015,21.623804,22.321379,21.873686,21.788307,0.01587686,0.015140616
132,0,0,0,39.000004,33.776234,83.965462,82.488731,79.384674,78.085373,22.835005,25.027311,21.908072,21.923441,24.644251,21.650202,24.140661,6.338081,8.262256,6.368294,8.312758,20.576399,22.952324,21.361435,22.375525,23.372953,23.050194,22.479637,22.26516,0.015667453,0.013922906
133,1737.000122,3948.000244,0,6453.000488,2818.959961,79.995476,85.808868,71.351624,89.582191,23.871254,17.027592,21.749899,20.61846,23.518637,22.292715,15.70916,6.729485,13.98697,6.781511,4.972015,29.737541,11.161907,21.663368,15.547596,26.959053,20.455622,27.950647,73.639618,0.010908758,0.013309306
134,1716.000122,307.000031,0,2134,2549.154541,77.019791,86.521584,70.119316,95.378571,23.941114,19.342505,21.67366,19.912329,23.307249,22.325327,17.435261,6.844883,8.829024,6.872967,7.854679,27.592459,18.550299,20.55974,17.269674,24.008003,20.949135,22.912764,56.205643,0.013487922,0.013130815
135,1679,5247,2301,10345,2873.19043,53.986649,44.372875,59.067017,85.954582,29.047842,19.822252,29.416107,35.84515,26.660746,27.503428,18.518724,13.464993,19.557167,1.60564,5.757543,45.917179,14.793797,36.953915,34.897873,31.04685,20.25572,156.770554,88.414825,0.012503786,0.014992041
136,1681.000122,4708,3148.000855,10655.00098,2696.975342,70.718452,67.495575,76.647575,88.038391,25.35108,15.243468,24.929239,27.457945,23.846296,23.444471,13.856357,17.187944,17.302576,5.446619,5.29031,44.284756,11.895205,30.727106,32.621258,14.681351,16.049437,76.431953,80.445335,0.00954594,0.015678644
137,1714.000122,2576,0,4813,2798.092041,76.766975,88.183067,69.778839,94.303558,23.917824,18.858097,21.456491,19.810715,23.242086,22.30662,17.124084,6.597645,11.044267,6.627097,6.046761,27.713881,14.500188,21.061577,17.103086,22.806564,17.088512,22.081911,54.682758,0.012927456,0.01304705
138,1715.000122,4116.000488,0,6591.000488,2832.364502,83.314766,95.207428,75.157967,90.249962,24.639925,18.053377,22.488016,16.100372,23.665705,22.760199,16.64855,7.677315,14.713641,7.710213,5.166239,31.554785,11.868136,23.229273,18.756449,25.330008,20.60347,25.394766,76.501152,0.011741,0.014713199
139,1673,5065.000488,3421.999512,11278,2773.69043,61.311832,52.849857,69.248878,86.872887,28.109415,16.805822,27.818871,23.706766,26.245546,26.087488,15.431001,18.833223,18.90653,5.721018,5.535223,48.293949,13.211232,34.444569,36.415615,16.747011,17.190546,81.857071,84.900955,0.010422993,0.016688809
140,1679.000122,5270,3583.999878,11651,2862.436523,60.114338,50.365162,68.575233,86.473602,28.756668,17.69092,29.07654,26.805054,27.064613,26.918833,16.476297,19.516346,19.550634,5.883509,5.685892,50.544231,14.258637,36.233486,38.066166,17.998486,17.992239,83.844437,87.864708,0.010982627,0.017172937
141,0,0,0,39.000004,33.700302,86.282684,84.923256,81.338295,78.331459,22.387903,24.740858,21.444227,21.471422,24.37114,21.242041,23.846251,6.219218,8.17913,6.244453,8.225974,19.993349,22.523367,21.057413,21.956972,22.581673,22.404676,21.848694,21.709181,0.015444988,0.013882512
142,1695.000122,4488,0,6935.000488,2759.149658,69.241829,74.289398,70.167267,90.826317,24.646696,17.458435,24.327063,26.132851,23.609922,23.110397,16.005026,6.481533,16.395546,6.64287,5.312607,36.19099,11.832737,28.272409,17.532045,36.100872,18.237953,96.609497,79.11557,0.011374402,0.013720334
143,0,0,0,40.000004,33.677784,86.909081,85.532799,82.748741,78.36338,21.940798,24.517286,21.090185,21.085394,24.231085,20.830122,23.658625,6.123642,8.118388,6.160538,8.154178,19.84967,22.206856,20.747149,21.65712,22.102737,21.990294,21.450972,21.319784,0.015241183,0.013740556
144,1683.000122,4998,2188.999878,9988,2816.00415,59.754349,54.993744,66.63665,88.337524,26.635361,18.394648,27.153244,30.902964,25.495794,24.9872,17.052246,12.719144,18.449106,1.48661,5.575191,43.089478,12.971765,33.81319,32.303539,28.175278,17.575775,150.171341,83.87722,0.011741235,0.014684528
145,1682.000122,5116,2247.999878,10164,2823.978516,57.023342,50.239502,64.308151,87.731712,27.641336,19.039749,28.164963,32.493931,26.040331,25.845453,17.63492,13.176579,19.084585,1.556682,5.674408,44.406841,13.396558,34.936321,33.260731,28.899744,18.060957,153.244385,85.917419,0.012148892,0.015041596
146,1681.000122,4994,3366.000855,11159.00098,2722.818848,63.841232,57.84494,72.247818,87.499825,26.52623,15.875404,26.516495,24.06221,25.129576,24.530266,14.476556,18.154537,18.244936,5.520292,5.364706,47.108521,12.33041,33.546066,35.506992,14.450213,15.287305,78.581841,82.228683,0.009885268,0.015847893
147,1682.000122,4770,2059.999878,9630,2784.918701,63.162312,58.960434,68.448357,88.825523,25.859919,17.796127,25.906527,29.161781,24.934698,24.271845,16.416153,12.134618,17.620714,1.393849,5.459881,40.127872,12.272107,31.490028,30.290001,26.665627,17.232191,145.020737,81.436287,0.011363247,0.014401957
148,1712.000122,4119,0,6586.000488,2818.046875,82.354622,95.376656,75.231598,90.308128,24.595633,17.922794,22.472519,15.841641,23.559904,22.674744,16.451967,7.569309,14.762713,7.59992,5.159868,32.117359,11.472495,23.412516,18.310833,24.929323,20.197416,24.981941,76.497414,0.011650755,0.01468807
149,1686.000122,4698,2011.999878,9514,2789.273438,67.294777,64.160316,72.212494,89.148018,25.422136,17.810101,25.200891,27.798578,24.528334,23.800642,16.4648,11.880044,17.306452,1.357627,5.459138,39.346119,12.192979,30.528788,29.484583,26.287201,17.73403,142.739731,81.026428,0.011415493,0.014813852
150,0,0,0,30.000002,33.756199,91.438271,90.55204,84.910851,79.260445,23.005445,24.981384,21.743048,16.178804,24.539656,21.55468,24.027929,8.253647,8.255924,8.282456,8.301183,20.651361,21.896589,21.326035,21.717508,21.617559,22.344286,21.87993,21.779978,0.015864632,0.015073939
151,1710.000122,4120,0,6584.000488,2812.98999,81.783836,95.366577,75.04509,90.309441,24.639925,17.817858,22.500235,21.507723,23.627914,22.720621,16.386751,7.557581,14.767703,7.587641,5.156121,32.030346,11.460002,23.439589,18.248365,24.880754,20.143278,24.996103,76.422607,0.011572741,0.01469058
152,1679,5350.000488,2370.999512,10518,2867.477783,51.560989,39.832088,63.206467,85.867897,29.206186,19.712795,29.719629,35.512539,26.533052,27.586214,18.460884,13.864014,20.038097,1.656961,5.794258,47.695328,14.616798,37.794422,35.583889,30.415466,18.337906,157.284653,89.210854,0.012404657,0.016221474
153,0,0,0,39.000004,33.760181,86.351372,84.140007,82.827888,78.050591,21.624105,24.517286,20.870661,20.921028,24.171618,20.585308,23.612787,6.083335,8.076809,6.116612,8.11427,19.872574,22.052765,20.609716,21.503031,21.929903,21.836199,21.321869,21.186516,0.015178863,0.013484612
